G1	G2	G3	G4	G5	X	Y
0	0	0	0	1	99.4072059922063	130.268483386691
1	1	1	1	0	99.1530864799986	124.600260338357
1	1	0	0	1	100.40590267655	135.774128062576
0	0	0	1	0	97.2454055471312	109.140963194596
0	0	0	1	0	88.7736469621842	104.043471847854
0	0	1	1	0	95.7175442183763	115.390787340644
2	0	0	1	0	98.7803935443482	129.617571590701
2	0	0	0	1	101.948466666241	128.5706919604
0	0	1	1	0	96.4538064863417	115.354649377346
1	0	0	0	0	101.692733494956	120.566302866695
0	0	1	0	0	94.1969124288388	120.62817036131
1	0	1	0	0	98.2166544414619	124.098302231511
0	2	1	1	2	101.810474459722	113.929893662434
0	0	0	0	0	94.4475160551517	115.009211859054
0	0	1	0	0	90.8259603401589	106.252064627457
1	1	1	0	2	107.959270125059	136.677960778346
0	0	0	0	1	103.551432745358	131.652775237778
1	0	1	0	0	101.218887433849	122.650657926996
0	0	1	0	1	96.8424793173047	124.963792238882
0	0	1	0	0	98.8508118936125	128.036795285024
1	0	1	0	1	102.927177715961	124.008828195921
0	0	0	0	1	96.0839057440009	111.499023175702
1	0	0	0	1	98.2138181428537	120.960583966856
1	0	1	1	0	98.869221677102	116.915232375123
1	1	0	0	0	90.1071103136102	91.8016937218925
0	0	0	1	1	91.1577659840434	113.955549966628
2	1	0	0	0	97.033228488491	111.353943758611
1	1	0	0	1	99.3836589725745	124.88567560076
1	0	0	0	0	96.6216483636525	112.696254060374
0	0	0	1	0	101.367643717225	125.585509815939
1	0	0	0	0	100.900099150695	126.403169688776
2	0	0	1	0	91.9403406378951	104.086761283029
0	1	0	0	0	101.374861080475	123.678845013635
0	1	0	0	0	98.1474857841486	120.519705530554
1	0	0	1	0	93.1614407417203	108.709708117533
0	0	0	1	0	89.3174386357779	107.097809906963
0	0	0	0	0	97.0968674715063	115.62097314058
0	0	1	1	1	99.7768186469134	132.120222855568
0	0	0	0	0	91.6824800446422	116.358169292792
0	2	0	0	0	93.2012359743019	113.340727341227
0	0	0	0	1	96.4426062746971	121.328567995698
1	0	0	0	0	96.6405322987218	119.154032507344
1	0	0	1	0	93.9458792328864	116.914246085587
1	0	0	0	0	101.734949271745	134.704209493853
1	0	0	0	0	91.0765197615747	118.169152052856
2	1	0	0	0	98.3345419931375	122.845346371737
1	1	1	1	0	87.9373383772889	99.5224729966603
0	0	0	0	1	95.0539710336559	123.912662329812
1	0	0	1	1	109.450956642701	141.336091574202
0	0	1	0	0	98.4511433056343	128.54051393145
0	1	0	0	0	107.486658707891	145.017462493949
0	1	0	1	0	97.4827558899619	117.635243347885
2	1	0	0	0	91.5994164620541	113.439370731947
0	0	0	0	0	96.5390347408179	119.843989391647
2	0	0	0	0	95.9510947360918	121.878045786013
0	0	0	1	1	99.6058645893063	128.591658357392
2	2	0	0	0	101.019579512274	124.298087670975
1	1	0	0	1	95.5830464838552	118.218223022051
1	1	1	0	1	94.4548259991065	109.531020064601
1	2	1	0	0	103.338069217008	139.771173502835
0	1	0	1	0	100.188766593583	133.432943252425
0	0	0	1	0	103.176838608254	138.293364284995
1	0	0	0	2	95.497294477611	119.771005814255
0	1	1	0	0	99.9682578041226	130.577114846465
0	1	0	0	0	95.9681919557535	110.380394062953
0	0	1	1	0	93.2677666776731	109.396694253249
1	0	0	1	0	88.7708146178244	100.665060385736
0	0	1	0	0	96.4234894927495	106.459875273903
0	0	0	0	1	89.4404314286494	109.498964341698
2	0	0	0	0	93.1846818454573	112.781695645708
0	0	1	1	0	97.677802633976	124.838795205377
1	0	1	1	1	101.304129795983	124.133257948706
0	2	0	0	0	96.3680177886783	111.166404729318
1	0	1	1	0	92.7374906377199	115.304652900564
0	0	0	0	1	95.6577532955311	117.789841617561
1	0	0	0	1	95.7714418919113	124.136716730787
0	0	1	1	0	93.6288465609176	114.356431657247
1	0	0	1	1	95.6536043203367	114.566779865546
1	1	0	1	1	99.6045715566567	122.082847291571
1	0	1	0	0	100.336957935353	135.713599263078
0	1	0	1	0	97.1525507063861	116.28911947097
0	0	1	1	1	94.0000001408151	108.898975464236
0	0	0	1	1	93.6186756817357	107.274854824755
1	0	1	0	0	92.3952424736703	109.955199843406
0	0	0	0	0	99.2824691953289	124.100746431555
0	2	1	0	1	110.037211662909	148.064176194826
0	0	1	1	0	95.0768740088056	117.047793675314
0	0	0	0	1	98.4314734923762	119.419021059607
1	0	1	0	0	95.9142152653902	119.692221410451
1	0	0	0	0	95.9560638258261	110.361864482038
0	0	0	1	0	90.8949303717418	103.882485168127
0	0	0	2	0	98.651324216421	121.172112820853
0	1	0	1	2	107.432427067687	138.85142463423
1	0	1	0	0	98.6401099929633	126.005480115577
0	0	0	1	0	91.1902400735103	100.36844114272
0	0	0	0	0	96.5203408565757	119.379822716803
0	1	1	0	0	101.18280577924	137.500721605122
0	0	0	1	1	110.244600534007	142.318393250312
0	0	1	0	0	98.1902492428891	130.979619442964
0	0	0	0	0	94.0498936789022	114.19104797506
1	0	0	0	0	105.276301886275	126.598320790215
0	1	0	0	0	93.8928473845	116.837243865528
1	0	0	0	0	91.7856842685463	108.872061402168
0	1	1	0	0	98.2989265207107	129.21479527124
0	0	1	0	1	102.725376247547	126.748870361656
1	0	0	2	0	102.753465965045	133.768823811857
1	1	0	2	0	105.283634062678	142.000378821363
1	2	0	0	0	94.5222986771529	118.847872673977
1	0	1	1	0	93.1110430886178	114.676034434305
0	2	1	1	0	94.1122102045973	113.317494977046
0	0	1	0	0	96.6591835984203	121.728845313054
0	1	0	0	1	97.2405637924286	124.290889652043
1	1	0	0	0	101.19409553417	120.991314084527
2	0	0	0	0	101.003246602938	119.321326156108
0	1	1	0	0	99.323973423815	125.272818091626
2	1	0	0	0	91.7142478678878	112.388652459924
1	0	0	1	0	98.9194449541506	132.363448086424
1	2	1	0	0	100.253530685425	124.439286086683
1	1	0	1	0	99.5346160010641	128.638444542232
0	0	0	1	0	90.4852292413494	105.837588576757
1	0	0	0	0	88.9588281179031	109.078110167541
0	0	1	0	0	100.396057682954	118.61765257741
0	0	0	0	1	91.6862019289139	114.379705813548
1	1	0	0	0	95.3401702094605	113.952839912167
0	1	0	1	0	101.628545598471	132.080260458153
1	1	0	0	1	93.9808623339615	118.388636644878
0	1	0	0	1	110.345670027984	140.356366539243
1	0	2	0	0	96.4731618840752	109.476422682352
0	0	0	0	0	95.1191907250734	120.370416482081
1	2	0	1	1	98.140624590592	127.322380723551
1	2	0	0	0	93.178507133484	112.235234122191
0	1	1	0	1	101.477359996838	127.889224837219
0	1	1	1	0	98.0968103432574	125.110035045638
1	1	0	1	0	99.5793974155724	122.09384932793
0	0	0	0	1	88.8003503367634	105.633544045493
1	2	0	0	0	96.4723264415665	119.759558582461
0	0	0	0	0	96.673566496814	119.460722585746
1	1	0	0	0	100.082830350377	127.961945986864
0	0	0	1	0	104.596014905864	135.195044762295
1	1	1	0	0	100.137802814348	124.807440129782
1	1	0	0	0	97.1474318771569	124.223860405256
1	0	0	0	0	93.3113716735533	122.856272655734
1	0	0	0	0	99.786737466199	130.023814867152
2	0	1	1	0	91.0405260488442	108.796014872621
1	2	1	1	1	100.76990188668	129.094652966983
0	1	0	0	0	90.7620621710354	117.961194079025
1	0	0	1	0	95.7832903026158	113.773154864523
0	1	1	0	1	94.0777561579408	125.366312181237
0	0	0	0	0	84.1616161194481	96.1036343271999
0	0	0	0	0	98.901794336867	126.455601054561
1	1	0	0	0	93.9862524678375	106.757934049657
0	1	0	0	0	105.001452238591	138.086254123711
0	1	0	0	0	89.3575849957243	106.197280127419
1	0	0	0	0	96.0579579214357	122.198755537909
1	0	0	0	0	99.912472302814	126.065854539864
1	1	0	0	0	98.5354557363482	129.658475130082
1	2	0	0	0	94.4324826551949	117.379061373716
1	1	2	0	0	101.603306621621	131.190370560603
0	0	1	1	0	93.6152957888015	115.932809496523
2	0	1	2	0	102.134420413942	130.13003478019
1	1	0	0	0	95.4684553356076	112.615715596095
0	1	1	0	0	103.454535126986	134.203287281258
1	0	0	0	0	98.6835911548928	118.672086788663
0	1	0	0	0	88.8872747218562	103.747198669798
0	0	2	0	0	92.7231595094601	107.84989861899
1	1	0	0	0	99.9220104907509	124.024785740801
0	0	1	1	0	100.878453644492	130.659112504699
0	0	0	0	0	90.9292415236568	110.145977427667
1	1	1	0	0	95.5639046528599	114.867243964813
1	0	0	1	0	95.2766175448425	113.259208005584
0	2	0	0	1	99.9127876404664	125.170393985901
1	0	0	1	0	98.6319459825537	127.47216811558
0	1	1	0	0	99.453403124112	124.66917956894
0	1	1	0	0	99.7125966700699	126.691786109549
1	1	0	0	1	104.06429539404	135.414354933127
1	0	0	1	0	96.9067483794705	114.052802100627
0	0	1	1	0	99.8597573845846	128.688848106218
1	2	0	0	0	99.7673250359533	130.924731248798
0	1	1	0	0	99.1196432340456	123.400119456768
0	0	0	0	1	101.119772672713	132.698529349531
0	1	0	0	0	95.2397869189065	114.221657837716
2	0	0	0	0	104.468286061914	134.153123949932
0	1	0	0	0	91.9070958396268	114.275200383146
0	0	1	0	0	99.7363607489547	127.270859511944
0	0	0	0	0	102.287088896062	129.188478453825
0	1	0	0	1	94.256079953232	127.31691796885
0	0	1	0	0	108.309474400868	138.791980969493
0	1	0	1	1	96.4813941723856	114.305667486108
1	0	0	0	0	93.2178514259814	113.144573114467
1	0	0	0	0	94.4689307291554	120.884470621668
1	0	0	0	0	93.9348563125312	112.647990006111
1	0	0	0	0	101.457300121883	128.781569036541
2	2	0	0	0	93.8673654982564	119.065079998876
0	1	0	0	0	104.272027226922	149.123800270595
1	1	0	1	1	104.299582653787	138.859744508152
1	1	0	0	1	94.2897633656307	122.616120182506
1	1	0	0	0	94.6466924638829	125.760470397871
1	0	2	0	0	96.1834735331447	118.380768873556
1	1	1	1	1	99.449187547698	128.24815553819
0	0	0	0	0	105.690513526503	133.481794745828
0	0	0	0	1	94.0639585198693	113.561582630588
1	1	0	0	0	90.6586067507292	114.824540446603
0	0	1	0	0	100.89065989046	124.434212838177
0	1	0	0	1	96.5027769743401	119.527948800907
1	1	0	0	0	91.8808024092083	109.396964375267
0	1	2	0	0	99.2439652531363	125.167403957608
1	1	1	0	0	95.1680186093768	126.982459609298
2	1	0	0	1	104.665623372194	139.366654846248
0	0	2	1	0	92.5944347640873	104.187477833474
0	1	0	0	0	99.5778720201463	122.403377517668
0	1	1	1	0	96.7874662639437	119.250839704538
0	0	1	0	0	95.3064092593907	119.123008600179
1	1	0	0	0	95.6714410515933	119.469236883827
0	0	1	1	1	98.7265853257151	118.997766304391
0	0	0	0	0	102.914644613204	131.57188013251
0	0	2	1	1	96.6237184063249	118.634346706534
0	0	0	0	0	88.0812801860788	106.028158107024
1	1	0	1	0	93.7066149894374	113.299226058118
1	0	0	0	1	105.624951150352	142.009840415519
1	2	2	0	0	99.0233616927307	128.075583628248
0	0	0	0	0	102.461341423085	128.300527898153
0	0	0	0	0	84.5974835162509	90.5420508178542
0	1	1	0	0	90.4566729791541	105.387499014219
1	1	0	0	1	93.8770433643054	110.581986349644
2	1	2	0	0	91.6039485958203	104.925762152317
1	0	1	0	0	92.1598963754398	110.981368647861
0	1	1	1	0	102.359855847793	129.135665344005
1	0	0	0	1	95.2938496994676	120.535964308337
1	0	0	1	1	96.0675215928421	127.434973791719
0	0	0	0	0	98.5086900671965	125.468146972642
0	1	1	0	0	100.889688214144	127.847822954549
0	0	2	0	0	98.6319575170932	126.10052221541
1	1	0	1	0	88.7161436732272	107.77868745477
0	2	1	0	0	94.0118383591734	113.993993318866
1	0	0	0	0	101.98698430874	127.010732958846
0	1	2	0	0	97.8343032494981	119.872674200302
1	1	2	0	1	98.2372146540556	117.398671117125
0	1	0	0	1	99.7870853277543	126.997210096561
1	1	1	1	0	101.134728915565	134.910029031329
1	1	1	0	0	98.9220928265068	124.26028947461
2	1	0	0	0	90.5589910448248	110.985806064917
1	0	1	0	0	99.0238280198874	125.037915435997
0	0	0	0	0	100.720764095401	133.754441988835
1	0	0	1	0	103.495733662745	133.495737480092
1	0	0	0	0	101.515615222956	127.288203861074
2	0	0	0	1	92.9685075089435	105.628627213167
1	1	1	1	0	93.1280319858489	110.476610958874
0	0	0	2	0	97.5047554626193	119.807992343732
1	1	0	0	0	96.0885916725955	116.44396797663
1	0	0	0	1	99.563095315209	124.083429664544
1	0	2	1	0	98.7910167593394	120.785159507679
1	1	0	0	1	105.957814798421	137.120308011052
0	1	0	0	0	91.6709194043836	105.829732436113
0	0	1	0	0	102.539196393896	126.580154032999
0	1	0	0	0	96.9854332666419	125.040481114769
1	1	0	1	0	91.6783185094791	111.647054552616
0	0	0	1	0	96.6247197918487	119.591656870481
1	0	0	0	1	102.842080339045	118.121789425552
0	1	0	0	1	98.6058738802298	127.809388835195
0	0	1	0	2	98.7619399970996	129.77610000884
0	1	1	0	0	99.8576010286523	121.771860120202
0	0	0	0	0	98.9052193773524	113.749370065177
0	1	1	1	1	105.206875923025	130.17211056361
1	1	1	0	0	104.660984219656	135.63700340294
0	0	0	0	0	101.853822833028	127.04315793881
1	1	0	1	0	94.9491405342973	117.945771028678
0	0	0	0	0	97.8045098114189	116.871686387614
0	0	0	0	2	105.229311379182	141.504546875053
1	1	0	0	0	91.7992738995482	109.239159965424
0	0	0	0	1	112.13556894573	149.369540682654
1	1	0	0	0	101.113861320543	123.981814202361
0	1	0	0	0	95.0731831503263	108.87914732001
1	0	0	1	0	103.229165094024	131.887104901769
1	1	0	0	0	94.2399172134764	118.207127629825
1	0	0	0	0	99.0351116808083	123.893835441308
1	1	0	0	1	93.9439119074939	113.777450079868
1	0	0	0	0	97.7572154782958	124.730812649035
1	1	0	0	0	92.4534704381357	118.138560294918
0	2	0	1	0	95.7641876755613	121.649599865083
0	0	1	0	0	89.7301078422315	97.4122122629189
1	0	0	1	0	98.4044876385311	123.111948394055
1	1	0	0	0	85.5441020940849	97.9924945437882
0	0	0	0	2	104.213637714449	134.873007357029
0	1	1	0	1	98.2450304612646	125.600485942376
0	0	0	0	0	95.1480078435344	122.708809870579
1	0	0	0	0	93.8535591282667	110.068279124317
0	0	0	0	0	96.4063952128767	115.937258857689
2	0	1	0	1	91.4696407866643	106.197536445755
0	1	0	1	1	103.125590467019	136.198865387787
1	0	0	0	0	87.032732241873	90.0752224338595
2	0	0	0	0	88.2500865179999	101.874285647864
1	0	0	1	0	96.065616565548	123.863242344844
1	0	0	0	0	95.8650881636812	120.135476866465
2	0	0	0	1	103.125461275474	138.61192613183
1	0	0	1	0	94.2114261548717	115.129177513267
0	0	0	1	0	95.4244113837203	120.67641085854
1	1	0	1	0	107.196832759486	150.716160623211
1	0	1	1	1	104.978305607738	140.306342474422
1	0	0	0	0	95.615980101626	116.152786221069
1	0	0	1	1	97.7865840788769	123.391709802826
0	1	0	1	0	95.7109027297607	113.925946590282
1	0	1	0	0	95.2939046191211	118.417029821368
2	0	1	0	0	87.7593121365773	111.771779124061
0	0	0	0	0	90.1800583167677	105.770296101952
1	0	0	0	0	104.873431753021	134.785779038712
1	0	1	0	0	96.1491261237455	118.532929271507
0	0	0	0	0	96.6880930646274	126.007937622031
1	0	2	0	0	87.3127919315241	102.18884359006
0	1	1	0	0	96.5963893123244	116.525480862531
0	1	2	0	0	88.3010452447058	103.19894507358
1	1	1	1	0	95.9269057631069	117.928228041965
0	1	1	0	0	99.3272789296035	123.519813357309
1	0	0	0	0	100.189166109268	133.634667314444
0	0	1	0	0	87.9895525357815	98.564348918322
1	1	0	0	0	93.4286292581002	104.027856720715
0	0	1	0	0	89.9331280254051	107.901354341361
0	0	0	0	0	92.6793093448718	109.060012103991
1	0	0	2	0	93.8142986970955	110.654039248054
1	1	0	0	0	89.5440948845004	103.122641296477
1	0	0	0	0	96.4644162696079	123.791999554126
1	0	0	0	0	86.993723904704	105.778428042341
2	0	0	0	1	100.570285688355	144.601528331853
1	0	0	1	0	93.3723854768302	123.471979537829
0	0	0	0	0	98.7680035702743	127.537792159561
0	0	0	1	1	91.4100303499655	103.33556980937
1	0	0	0	0	93.6843274245055	111.499136261217
0	0	1	0	0	96.7100699026345	121.780709347068
0	0	0	1	1	89.9091654727873	95.2485486163852
0	0	1	0	0	98.3772294977759	126.456788971182
0	1	0	0	0	93.9021383302405	105.0874397267
0	0	0	0	0	99.1789221323579	128.023799628054
0	0	0	1	0	103.658295041582	131.515491662936
1	0	0	1	0	96.3239906397979	115.693837366894
1	0	0	0	0	98.3039074259958	120.76683791415
1	1	0	1	0	96.36317678599	122.69835599213
0	0	1	0	1	96.4240071382438	111.691727387611
1	0	0	0	0	101.233319088259	131.338608603468
0	0	0	0	0	99.5157564669638	123.395902530371
1	1	0	1	0	81.3376106785245	89.3374202917427
0	1	0	0	1	97.8977693053705	120.976785528672
0	0	1	0	0	93.1037987247552	116.191783126064
1	1	0	0	0	98.2558663830434	127.092123960643
0	0	0	1	1	92.8569065707059	115.118497129772
0	0	1	0	1	94.8614232233771	115.138875489709
0	0	1	1	0	93.8262238315691	109.670725133251
1	0	2	1	0	92.4333870977084	105.035626509701
0	1	0	0	0	96.3474206392168	123.097046072793
0	1	0	1	0	103.042503763081	135.067431241375
0	0	0	0	0	96.5582277545373	119.444818310763
0	0	2	1	0	95.1622167890497	120.999002154079
1	1	0	1	0	90.4705845979104	109.952979407189
2	1	0	0	1	101.745170303647	127.30237344656
2	2	1	1	0	97.3985645207083	123.862193555615
0	1	0	1	0	100.061729151198	127.354537503471
0	1	0	1	0	96.2743420807976	107.089797110249
0	0	0	0	0	99.7682265535077	128.159799698485
0	1	0	1	0	96.5541337584747	128.281782968464
0	0	0	0	0	91.7875287440303	115.468511874514
1	1	1	0	0	96.097541898449	128.462475299039
1	0	1	0	1	94.9270050444902	112.996424470956
0	0	0	0	0	93.7961360723933	121.269861789378
0	1	0	0	0	99.6413671480644	127.489636182994
0	0	2	0	0	100.448629865102	129.867987937556
0	0	0	0	0	91.8449164785192	107.252574010482
1	1	1	1	0	93.5957728800537	108.951003349838
2	0	0	0	0	92.1336728036938	112.282729490095
0	0	0	0	1	98.1658377666149	117.425075656713
1	0	0	1	0	97.5237885311547	125.998661748634
0	0	0	0	0	99.3452174762998	131.721159971563
1	1	1	1	2	98.9512496867408	134.576714643725
1	0	0	0	1	97.3832916954834	126.686879917328
0	0	1	0	0	91.6690951583742	111.148004539985
2	1	0	0	0	93.9138163086144	110.147930938274
1	1	0	0	1	101.262469271496	138.896440264506
1	0	0	1	1	92.6667847316812	109.007702409321
0	2	1	1	0	101.992104796576	134.279476348526
0	1	2	0	0	97.4197832558344	120.904261002909
0	0	0	0	0	95.1081317242739	117.728679566143
1	0	1	1	0	93.9123968712096	115.541961109964
2	1	1	1	0	103.826975024334	133.565446004437
2	0	1	0	1	105.480575238512	129.820743942828
1	0	0	0	0	91.8704367767979	121.963685644273
2	0	1	0	0	96.0296847330446	121.715027830388
1	0	0	0	1	88.0161568152841	99.7237456733178
0	1	0	0	0	96.6316756322922	121.458983249086
0	2	0	0	0	96.9056830880272	115.81843198984
1	0	0	0	0	102.30625298742	129.86383148035
1	1	0	1	0	98.6089929163007	126.356496515162
0	0	0	0	0	96.2986966795891	119.998924835753
0	0	2	1	1	105.931688298872	138.016169378701
1	1	1	0	0	100.376675194005	124.952025590801
1	0	0	1	0	97.7962269657214	120.821079934502
0	1	1	0	1	100.283594727514	136.030890159997
1	0	2	1	0	97.1608633706295	117.193829684918
0	0	1	0	0	88.8027944877638	110.706472328935
1	0	1	0	0	98.2401511126428	130.543170792441
1	0	0	0	0	79.793897001051	91.4879585778643
1	2	1	0	1	89.9349343532477	112.701715686466
0	2	0	1	0	92.93668999695	108.584023642013
0	0	0	0	0	94.1533954530666	115.58112339718
0	0	1	0	2	104.276932932987	140.374245023896
0	1	0	0	0	97.7407939391066	113.457903451353
1	0	1	1	0	96.0671804145332	115.356092502704
0	1	1	0	0	97.9333741923085	128.523605473148
0	1	0	1	0	94.8231995794136	118.876148121367
0	0	0	0	0	99.4277704840439	127.105267058544
1	0	0	0	0	97.3072300719386	111.909628886452
1	0	0	0	0	90.0639437752737	97.1250297243366
0	1	0	0	0	97.4512724900149	120.322026487946
1	0	0	1	0	95.8633035067394	115.440604612092
1	0	1	0	0	97.99176873636	122.817379639382
0	0	0	1	0	97.6529817570523	130.090107794475
1	0	0	0	0	101.096206438227	130.886874446861
0	0	0	0	0	100.245385929862	135.613276567184
1	1	1	1	1	103.687033001385	136.208033302224
1	0	1	0	0	104.19720116422	132.772327375718
0	0	0	0	1	98.5557966925825	125.309501057968
1	0	0	0	0	87.7935694525987	105.971776817433
0	0	1	0	0	98.7421467390174	124.363724233729
0	1	0	0	0	91.9010267702659	110.834620427195
1	0	1	0	0	88.3980922613366	102.898142577315
1	0	1	1	0	100.887355385791	121.048579088184
1	0	1	0	0	103.61905131265	138.061439169228
0	1	1	0	0	98.4009900756235	115.098761020183
0	0	1	0	1	99.4756901079241	113.933613374435
1	1	0	0	0	101.515594152786	125.727472810695
0	0	0	0	0	95.7348909382076	126.629647214103
1	0	0	0	0	83.9097714480463	97.740251473233
1	1	0	0	0	99.9273512750032	126.049840446495
1	1	1	0	0	90.689389395258	112.105384983312
0	0	1	2	0	95.307581751028	116.71404176613
1	1	0	0	1	96.9899403196782	114.878762562465
2	1	1	1	0	106.186027876793	133.820259492525
2	0	0	2	1	110.472899753816	146.931457539759
0	0	0	0	0	92.6285369510101	104.96792500256
1	0	0	0	0	91.2948019885872	103.540731718948
0	0	1	0	0	95.348811256981	113.887277482982
1	1	0	0	0	92.1550912799353	111.534103674168
1	0	1	0	0	97.141574780145	122.808286785934
2	0	0	1	0	101.803068600088	130.092754496869
1	0	1	0	0	95.9090671672788	119.078859360344
1	1	1	0	0	96.2803955782024	123.348781543544
1	0	1	0	0	88.8884764161325	112.0982769004
0	0	0	0	0	90.6642281053218	109.601638284826
2	0	1	0	0	99.9995677511761	127.724988753245
0	0	0	0	0	93.4122640671785	111.731611410279
1	2	1	0	0	104.022488866859	130.91030480361
1	0	2	0	0	98.8139895200048	128.222430974748
1	1	0	0	0	104.347721090181	134.900355159186
1	1	0	0	0	99.3414100205055	119.583267150292
1	1	1	2	0	98.2778071996288	123.369926487754
0	0	1	1	0	86.7069654172798	97.9685077748153
1	0	0	0	0	89.8620902235705	111.477225737647
0	1	1	1	0	93.6067543126394	112.042825164315
1	0	1	0	0	96.5198182181705	116.081296223279
0	1	0	0	0	98.2638785921968	113.449057537771
1	1	0	0	0	94.9530904467466	110.24868062504
0	1	0	0	0	96.468133007453	122.556340189592
1	1	0	0	0	102.981828092309	133.336047888351
0	1	1	1	0	95.8988877239894	118.061349492851
1	0	0	0	0	100.534436998121	129.449280587936
0	1	1	0	1	102.346246755289	129.530065270144
0	0	0	0	1	89.9502402239283	117.012700293705
1	1	1	1	1	102.823525315219	126.987091133381
0	0	0	1	0	102.349303348665	121.65770644207
0	0	0	0	1	89.615547352484	102.121288847683
0	0	1	0	1	94.5880258455209	113.794563095492
1	1	0	0	0	90.6510611470116	97.4453282488337
0	0	1	0	1	88.0882705384206	109.284131169678
0	0	0	0	1	96.640173564216	109.750354301817
1	1	0	1	2	98.4839972436981	124.269169902114
1	0	0	0	0	96.6609499913197	122.94664682097
1	0	0	1	0	87.8067629039058	99.9330717707527
1	1	1	0	0	95.8050222031665	109.141473123043
1	0	0	0	1	100.187965588347	128.985318084517
0	0	0	0	0	103.274435624045	127.928071645311
0	2	0	0	1	96.9173788871561	131.345689832715
0	0	0	0	1	105.883198061316	146.658838786418
0	0	0	0	0	95.5479201047267	119.510160346339
0	1	0	0	0	93.7619139794515	113.516642333079
2	1	0	0	0	100.269059349008	133.489327652919
0	1	1	2	2	102.312210494947	126.701313382197
1	1	0	0	0	91.2557141678509	119.162683705398
0	0	1	0	0	93.734688738484	120.665363233538
1	0	0	1	0	97.9253573243983	122.833528134251
0	1	1	0	0	101.17748540518	121.204516916908
1	2	0	0	0	101.078786963976	127.552361957433
1	0	0	1	1	101.230820811401	125.377137600429
1	0	0	1	1	96.6184488118914	127.64738088164
0	2	0	1	1	106.943662895647	138.201997394953
0	1	0	1	0	95.7013692135163	113.88868752207
0	0	0	0	0	95.804020802424	125.416732839297
1	0	0	0	0	94.250578833227	112.529209495631
2	0	2	0	0	99.0999235258921	132.095156642351
1	1	1	1	0	99.722611945528	123.144565644683
1	1	0	0	1	100.770997730447	125.366383503373
0	0	0	0	0	91.9968833620919	110.937766469685
0	0	1	0	0	97.5921852228831	118.453266554761
0	0	2	0	0	101.695932596939	135.002047685289
0	0	0	0	0	96.7748272614742	118.519752332612
1	1	0	0	0	95.5587388095413	112.649088247339
1	1	0	0	0	99.0345511705949	113.23154258205
1	1	0	0	0	88.6309630412904	104.855023356941
1	1	0	0	0	85.2645770450107	92.9307110569001
0	1	1	1	0	89.4428502533599	107.34431102001
0	0	1	0	0	92.1706670371426	113.843586972555
0	0	1	0	0	87.0896403021089	100.90674491776
0	1	0	0	0	88.1210754631942	109.81275689331
1	0	0	0	1	91.9617969058907	114.365948314103
0	1	0	0	1	88.3729324652854	103.065752324896
1	2	0	1	0	102.05499569869	131.687256318207
1	0	0	0	1	97.1500234287355	123.575112574472
0	1	1	0	0	102.685233548355	139.259398555724
1	1	0	1	1	95.3021145682316	117.031873521724
1	1	1	0	0	88.32806654431	98.8910057764449
1	0	1	1	0	93.7056975363699	111.839323864669
1	1	1	0	1	99.677980043023	125.762063818321
0	0	0	0	0	89.5168348562101	106.46770971687
1	1	2	1	1	106.527658021543	133.712089628545
1	1	1	0	0	90.7444270665491	107.051036688646
0	0	0	0	0	88.727876858427	109.177937820296
0	2	1	1	0	95.1544614595275	121.286219721244
0	1	0	0	0	97.3632098780818	122.812140603323
0	1	1	0	1	98.3254173983261	120.816414079448
1	1	1	0	0	90.1123695142515	112.191762749022
1	0	2	1	0	93.4342863330311	115.267547068363
0	0	0	0	1	91.3679967012503	107.402037141036
1	0	1	0	0	98.2684433509919	130.434118392687
1	0	0	0	0	93.6415132700666	114.03042592453
0	0	0	0	0	99.6179513718061	127.515484391675
1	1	0	1	0	87.7444381594142	109.448094633931
1	0	0	1	0	102.12270785315	126.625301326725
0	0	0	1	0	91.6357465825433	119.387926016503
0	0	0	0	0	103.417412919279	145.524772182339
1	1	0	0	0	90.4608650091775	107.981427783614
0	0	0	0	0	97.5291027902383	118.571914612179
0	0	0	1	1	97.3984395660416	112.668927019359
1	0	0	1	0	94.9713623674572	124.15766709856
0	0	0	0	0	96.0335736869331	114.044554635254
0	0	1	0	0	101.464036825639	129.965268983058
1	0	1	1	0	99.1362603681723	128.628354798281
0	0	0	0	0	89.6997604801482	107.953120766186
0	0	1	0	1	104.71103077088	134.767818800841
1	0	2	0	0	90.0337295747959	107.585156997946
0	0	0	0	0	86.5749090347577	99.7238181860366
0	0	0	1	1	100.037271073817	127.146812115486
0	2	0	0	0	96.8099404404058	116.651640686658
0	1	0	0	0	93.2440985605496	106.504409625796
2	0	1	0	0	91.4720533219917	101.657756989654
1	1	1	0	0	100.617384796931	130.842394353911
0	0	1	0	0	104.685381965086	138.665835384967
1	0	1	1	0	95.9165013551765	122.06974367561
1	2	1	0	1	93.8249466879743	118.283447948493
0	1	0	0	0	95.5896187125987	125.604507521859
0	1	0	0	0	92.7988377045744	120.03533787184
0	0	0	0	0	97.9597232565766	117.826789806992
1	0	1	0	0	102.463093295466	129.013695993587
0	0	0	0	0	98.9141765113263	126.446612552185
0	0	0	0	0	90.9885717998396	108.545886060203
0	1	0	0	0	93.2297502759241	113.625707527809
1	0	1	0	0	96.524547348859	128.633706728129
0	0	1	0	0	83.0732169737185	99.0584954765097
1	0	1	0	0	100.987495056709	126.335565474088
1	0	1	1	0	100.261690821656	119.384701602878
1	0	0	1	0	98.5427883588027	121.806970243504
